id,neighbourhood_cleansed,lat,lon,property_type,room_type,price,accommodates,bathrooms,amenities,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,lake_access,num_amenities,dist_ta,dist_pb,num_ta,num_stops
7701827,Commune de Genève,46.19547,6.14485,Entire apartment,Entire home/apt,150.0,4,1.0,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Elevator"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.89,4.94,0,1,1,25,429.5933471477078,170.26930590501482,1,2
7730834,Commune de Genève,46.18902,6.15439,Entire apartment,Entire home/apt,60.0,1,1.0,"[""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Heating"", ""Kitchen""]",4.33,4.67,0,1,0,5,346.5143004395121,390.5305129670233,1,0
7794862,Commune de Genève,46.20126,6.15575,Entire loft,Entire home/apt,100.0,2,1.0,"[""Ethernet connection"", ""Cable TV"", ""Portable fans"", ""Dishes and silverware"", ""Dining table"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Hot water"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Elevator"", ""Cleaning products"", ""TV with standard cable"", ""Stove"", ""Fireplace guards"", ""Heating"", ""Host greets you"", ""Freezer"", ""Indoor fireplace"", ""Hangers"", ""Clothing storage: dresser"", ""Mini fridge"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.0,5.0,0,1,0,31,359.394558035776,44.82857009904239,4,2
7830382,Meyrin,46.23016,6.07735,Entire apartment,Entire home/apt,62.0,2,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Smoke alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Pool"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",4.72,4.81,0,1,0,25,815.6143929727723,325.79461584831887,0,0
7845921,Carouge,46.17971,6.13947,Entire apartment,Entire home/apt,106.0,3,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Bathtub"", ""Air conditioning"", ""Hot water"", ""Lockbox"", ""Dishwasher"", ""Room-darkening shades"", ""Elevator"", ""Free parking on premises"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Hot tub"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.86,4.64,0,1,0,30,507.73237649059695,71.16529426146847,1,6
7847916,Commune de Genève,46.20272,6.13159,Entire apartment,Entire home/apt,120.0,2,1.0,"[""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",5.0,5.0,1,1,1,22,123.3882403247666,234.61660197386087,2,2
7971244,Confignon,46.18706,6.08872,Private room in apartment,Private room,67.0,1,1.0,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Portable fans"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Dining table"", ""Shower gel"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Shampoo"", ""Central heating"", ""Wifi"", ""Hair dryer"", ""Clothing storage: wardrobe"", ""Pour-over coffee"", ""Essentials"", ""Pocket wifi"", ""Room-darkening shades"", ""Elevator"", ""Electric stove"", ""Cleaning products"", ""Bed linens"", ""Free carport on premises \u2013 1 space"", ""Coffee maker"", ""Freezer"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning before checkout"", ""Dedicated workspace: table"", ""Cooking basics"", ""Kitchen"", ""HDTV with standard cable""]",4.5,4.5,0,1,0,35,2572.1045391987195,924.0668982941078,0,0
8069188,Commune de Genève,46.21573,6.13005,Entire apartment,Entire home/apt,61.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Microwave"", ""Ethernet connection"", ""First aid kit"", ""Cooking basics"", ""Refrigerator"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Hot water"", ""Iron"", ""Lockbox"", ""Dryer \u2013 In building"", ""Kitchen""]",4.82,4.91,0,1,0,20,1300.1708451223317,255.4035598899634,0,2
8080654,Commune de Genève,46.20546,6.16119,Entire apartment,Entire home/apt,155.0,4,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Shower gel"", ""Iron"", ""Shampoo"", ""Lake access"", ""EV charger"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.85,4.9,0,30,1,34,626.5138160556924,609.7410535100263,0,0
8113202,Commune de Genève,46.20259,6.14457,Entire apartment,Entire home/apt,110.0,4,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Fire extinguisher"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Indoor fireplace"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.71,4.86,1,30,0,26,232.97884224114395,123.72455367866009,10,8
8147327,Commune de Genève,46.20411,6.13848,Entire apartment,Entire home/apt,100.0,4,1.0,"[""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Hangers"", ""Dedicated workspace"", ""Cable TV"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,5.0,0,1,0,16,419.63405994775866,154.24369558368508,1,4
8178791,Commune de Genève,46.19435,6.14448,Private room in apartment,Private room,75.0,2,1.5,"[""Extra pillows and blankets"", ""Cable TV"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.81,4.83,0,1,1,28,495.109342939854,131.15922845833336,1,2
8190949,Chêne-Bougeries,46.20765,6.19953,Private room in house,Private room,63.0,1,1.5,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Heating"", ""Dryer"", ""Hot water"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,4.8,0,2,0,13,1298.8370443489234,1246.7052524610242,0,0
8196271,Commune de Genève,46.19453,6.14523,Entire apartment,Entire home/apt,62.0,2,1.0,"[""Wifi"", ""Elevator"", ""Cable TV"", ""Long term stays allowed"", ""TV with standard cable"", ""Heating"", ""Breakfast"", ""Shampoo"", ""Kitchen""]",4.86,4.86,0,1,0,9,409.7847120302231,204.0344087967669,1,2
8344245,Grand-Saconnex,46.2275,6.1178,Private room in house,Private room,69.0,2,3.0,"[""Paid parking on premises"", ""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Long term stays allowed"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Lockbox"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Free street parking"", ""Hot water"", ""Shampoo"", ""Kitchen""]",4.79,4.89,0,3,0,19,1239.399436915012,938.431419016264,0,0
8379453,Commune de Genève,46.20259,6.14457,Entire apartment,Entire home/apt,114.0,2,1.0,"[""Ethernet connection"", ""Cable TV"", ""Portable fans"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Iron"", ""Shampoo"", ""EV charger"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.9,4.95,1,30,0,28,232.97884224114395,123.72455367866009,10,8
8457830,Onex,46.17935,6.09566,Private room in house,Private room,59.0,1,1.0,"[""Wifi"", ""Microwave"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Paid parking off premises"", ""Refrigerator"", ""Free parking on premises"", ""Long term stays allowed"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Breakfast"", ""Hot water"", ""Shampoo"", ""Kitchen""]",4.86,4.55,0,3,0,19,2564.345699103825,194.38217202566665,0,2
8471424,Commune de Genève,46.18701,6.15445,Entire apartment,Entire home/apt,110.0,2,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Shower gel"", ""Iron"", ""EV charger"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.91,4.87,1,30,0,29,566.8260063843423,610.8584869390489,0,0
8479304,Commune de Genève,46.20305,6.13576,Entire apartment,Entire home/apt,150.0,2,1.0,"[""Wifi"", ""Microwave"", ""Elevator"", ""Essentials"", ""Washer"", ""Lockbox"", ""Heating"", ""Dryer"", ""Shampoo"", ""Kitchen""]",4.62,4.54,0,1,0,10,107.79656615916848,231.29651030794773,4,2
8563888,Commune de Genève,46.20064,6.15016,Entire apartment,Entire home/apt,84.0,2,1.0,"[""Wifi"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""TV"", ""Lockbox"", ""Heating"", ""Free street parking"", ""Hot water"", ""Paid parking off premises"", ""Kitchen""]",4.37,4.87,1,76,0,12,194.8042106629006,299.42623435773044,10,0
8647682,Commune de Genève,46.21149,6.13421,Private room in apartment,Private room,66.0,1,1.0,"[""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.33,4.33,0,3,0,26,909.3151039965868,77.46353489869617,0,2
8660375,Commune de Genève,46.21234,6.14069,Private room in apartment,Private room,75.0,1,1.0,"[""Extra pillows and blankets"", ""Portable fans"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Stove"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.63,4.87,0,3,1,25,899.1356910597566,290.4492443963816,0,0
8717390,Commune de Genève,46.21226,6.15037,Entire apartment,Entire home/apt,100.0,4,1.5,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Smoke alarm"", ""Shower gel"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Bathtub"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Fire extinguisher"", ""Room-darkening shades"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Cleaning before checkout"", ""Children\u2019s books and toys"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.67,4.89,1,1,1,40,817.0709717426971,553.1521479059948,0,0
8819965,Commune de Genève,46.19845,6.14356,Private room in apartment,Private room,105.0,2,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Shower gel"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.88,4.73,0,1,0,27,390.3600253181513,86.41619433113023,4,8
8855212,Commune de Genève,46.20479,6.16178,Entire apartment,Entire home/apt,98.0,2,1.5,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Cable TV"", ""Essentials"", ""TV with standard cable"", ""Heating"", ""Bed linens"", ""Hot water"", ""Iron"", ""Lockbox"", ""Kitchen""]",4.86,4.94,1,1,0,13,680.8076227847532,572.2282656594061,0,0
8902030,Commune de Genève,46.20914,6.13261,Entire apartment,Entire home/apt,120.0,3,1.0,"[""Paid parking on premises"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Fire extinguisher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.64,4.83,0,3,0,28,627.7150363373718,312.16089274509284,0,0
9020187,Commune de Genève,46.21261,6.11773,Entire apartment,Entire home/apt,200.0,4,2.0,"[""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Elevator"", ""Cable TV"", ""Long term stays allowed"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Iron"", ""Kitchen""]",4.7,4.78,1,76,0,16,1038.7566835962382,417.2022528271391,0,0
9166481,Genthod,46.2667,6.15635,Entire apartment,Entire home/apt,65.0,4,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""TV"", ""Private entrance"", ""BBQ grill"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Essentials"", ""Pool"", ""Hot water"", ""Single level home"", ""Dishwasher"", ""Free parking on premises"", ""Stove"", ""Heating"", ""Bed linens"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",5.0,5.0,0,1,1,28,5092.959331935218,628.9298614703256,0,0
9387755,Bardonnex,46.14224,6.13522,Entire apartment,Entire home/apt,96.0,1,1.0,"[""Wifi"", ""Long term stays allowed"", ""Cable TV"", ""Essentials"", ""TV with standard cable"", ""Smoke alarm"", ""Heating""]",4.615576671035387,4.782021276595745,0,1,0,7,3204.324253309209,3415.661185642662,0,0
9491456,Commune de Genève,46.2072,6.1263,Entire apartment,Entire home/apt,100.0,4,1.0,"[""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Smoke alarm"", ""Shower gel"", ""Crib"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Baking sheet"", ""Essentials"", ""Hot water"", ""Lockbox"", ""Dedicated workspace"", ""Dishwasher"", ""Room-darkening shades"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Oven"", ""Cooking basics"", ""Backyard"", ""High chair"", ""Kitchen""]",4.71,4.63,0,18,0,34,795.54183662509,792.0384994637202,0,0
9501881,Thônex,46.19303,6.2083,Entire apartment,Entire home/apt,107.0,3,1.0,"[""Bose sound system with Bluetooth and aux"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""TV"", ""Smoke alarm"", ""Dining table"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Free residential garage on premises \u2013 1 space"", ""Outdoor furniture"", ""Essentials"", ""Wine glasses"", ""Bathtub"", ""Hot water"", ""Single level home"", ""Washer \u2013\u00a0In unit"", ""Dishwasher"", ""Fire extinguisher"", ""Room-darkening shades"", ""Elevator"", ""Clothing storage: walk-in closet"", ""Stove"", ""Patio or balcony"", ""Laundromat nearby"", ""Dryer \u2013\u00a0In unit"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Kitchen"", ""Coffee maker"", ""Freezer"", ""Microwave"", ""Nespresso machine"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Outdoor dining area"", ""Oven"", ""Body soap"", ""Dedicated workspace: table"", ""Cooking basics"", ""Paid parking off premises"", ""Crib""]",4.88,4.53,0,1,0,50,284.6232255241165,221.8201238492948,1,4
9528653,Commune de Genève,46.20097,6.14528,Entire apartment,Entire home/apt,80.0,2,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Bathtub"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Cooking basics"", ""Kitchen""]",4.5,4.83,0,1,0,27,131.40669638775594,182.6783033328252,10,2
9583206,Veyrier,46.17325,6.18132,Private room in house,Private room,70.0,1,1.0,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Cable TV"", ""First aid kit"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,1,0,16,3609.534854249351,2742.350847722659,0,0
9603781,Commune de Genève,46.20055,6.14929,Entire apartment,Entire home/apt,181.0,2,1.0,"[""Cable TV"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Lockbox"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen""]",4.88,4.91,0,76,0,21,257.7307566723224,392.5659671162392,11,0
9620597,Commune de Genève,46.20232,6.14755,Entire apartment,Entire home/apt,199.0,4,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Cable TV"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""TV with standard cable"", ""Lockbox"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Kitchen""]",4.44,4.83,1,76,0,19,99.96651245174672,127.51072840692706,11,2
9620792,Commune de Genève,46.20257,6.14714,Entire apartment,Entire home/apt,185.0,3,1.0,"[""Cable TV"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Lockbox"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen""]",4.78,4.91,1,76,0,21,77.17169398679987,78.44300179168019,10,2
9646917,Commune de Genève,46.21563,6.1441,Private room in apartment,Private room,70.0,1,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""First aid kit"", ""Fire extinguisher"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Iron"", ""Shampoo"", ""Kitchen""]",4.62,4.92,0,1,0,15,752.7608383738844,298.4924726124348,0,0
9662569,Commune de Genève,46.18891,6.15383,Entire apartment,Entire home/apt,89.0,2,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Portable fans"", ""Dishes and silverware"", ""Washer"", ""Crib"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""High chair"", ""Kitchen""]",4.5,5.0,0,26,0,28,372.21992771862034,395.3596987320759,1,0
9703138,Pregny-Chambésy,46.24493,6.13419,Entire guest suite,Entire home/apt,80.0,2,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Smoke alarm"", ""Private entrance"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free parking on premises"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",3.0,3.0,0,1,1,35,2323.6231648121184,2559.4697677513814,0,0
9742032,Commune de Genève,46.20319,6.16075,Entire condominium,Entire home/apt,142.0,2,1.0,"[""Paid parking on premises"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Pocket wifi"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking off premises"", ""Kitchen""]",4.13,4.63,0,1,0,31,470.1056922726496,374.4597852349911,1,0
9743988,Vernier,46.20003,6.09414,Private room in house,Private room,100.0,1,1.0,"[""Wifi"", ""Long term stays allowed"", ""Free parking on premises"", ""Essentials"", ""TV"", ""Washer"", ""Heating"", ""Kitchen""]",4.86,4.57,0,2,0,8,1661.6700249034948,1954.961110144168,0,0
9783381,Commune de Genève,46.20978,6.1293,Private room in apartment,Private room,64.0,1,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Elevator"", ""Cable TV"", ""Lock on bedroom door"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Iron""]",4.89,4.67,0,1,0,10,779.3374715314253,412.5492602958468,0,0
9798603,Commune de Genève,46.20311,6.15759,Entire apartment,Entire home/apt,89.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Lake access"", ""Essentials"", ""Washer"", ""TV"", ""Private entrance"", ""Heating"", ""Dryer"", ""Iron"", ""Kitchen""]",4.73,5.0,0,1,1,14,366.4349329006945,276.4163324354982,4,1
9806206,Commune de Genève,46.20232,6.14768,Entire apartment,Entire home/apt,120.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""Cable TV"", ""Cooking basics"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""TV with standard cable"", ""Heating"", ""Dryer"", ""Hot water"", ""Iron"", ""Shampoo"", ""Kitchen""]",4.76,4.95,0,1,0,18,113.76223233792804,137.43004784556888,11,2
9821299,Pregny-Chambésy,46.24522,6.14194,Entire apartment,Entire home/apt,150.0,2,1.5,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Heating"", ""Dryer"", ""Iron"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,1,0,11,2354.570728109285,2550.8272486220158,0,0
9836688,Commune de Genève,46.2177,6.12762,Entire condominium,Entire home/apt,100.0,2,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Lockbox"", ""Dedicated workspace"", ""Free parking on premises"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",4.96,4.89,1,1,0,32,1371.7045255556068,400.8779774337617,0,0
9890287,Commune de Genève,46.21289,6.149,Private room in apartment,Private room,62.0,2,1.5,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Elevator"", ""Washer"", ""Heating"", ""Dryer"", ""Iron"", ""Kitchen""]",4.7,4.89,0,1,0,9,929.3305595053844,391.4646250769612,0,0
